,business_id,date,stars,text,cut_off_date,not_recommended_review_count_pre,treatment,text_length,sentiment_score
37848,6ajnOk0GcY9xbb5Ocaw8Gw,2013-12-09 16:43:08,5,"the only unfortunate thing about barbuzzo is that the tables are a bit cramped...but that's to make it so as many people as possible can enjoy the fantastic food and wine and ambience. also, the budino was everything i thought it would be and more.",1,63.0,1,248,0.1857
37859,NFzfuIFghE-HnrodHpaT6A,2013-10-05 21:26:19,2,"really don't get it.  lunch is ok but dinner menu is boring.  people must be caught up in the celebrity chef thing, there are many much better restaurants in philly!",0,27.0,1,165,0.165
37862,NFzfuIFghE-HnrodHpaT6A,2014-01-18 04:46:56,5,"went after work with a friend to check out the happy hour....was very pleased with everything! the hostess and bartender were very friendly, and the atmosphere was awesome. it was my first time there, and i loved looking at all of the specialty olive oils and other things for sale on the shelves by the bar. you can even try all of the olive oils! i love that they have hooks under the bar for you to hang your bag or coat; i didn't have to worry about my work bag getting in everyone's way or sitting on the floor out of reach.  i had the pinot grigio on the happy hour menu. it went down very smoothly, though i was expecting perhaps a bit more flavor; i didn't think it was either dry or sweet....i'm actually having a difficult time describing it (though i've just recently started drinking wine, so perhaps that has something to do with it). i still enjoyed every sip, though! my friend had a glass of the malbec, and then tried the montepulciano which he loved.   we shared the fresh housemade mozzarella and the margherita flatbread, both of which were amazing! the bartender suggested that we try some of the garlic olive oil (from the cool display shelf; they provide small cups at each station) to go with our dishes, and it was a great recommendation!  will definitely be back! i'm interested to check out the full menu.",1,27.0,1,1332,0.3679
37899,fOhnSqmO4XY5vSI8whVKSA,2013-11-18 02:32:15,3,"we did some research before our trip to philly and farmicia looked great.  we called ahead but they told us if we came right when they opened dinner at 530pm we wouldn't need one.  when we arrived we were seated right away.  the service was good.  the three cheese appetizer was very pricey for what it was.  the yellow fin tuna was good.  the tres tamales were so so.  during happy hour, an appetizer, one beer and two dinners with the tip ran about $70.  the atmosphere was nice and the menu has a nice selection.",1,22.0,1,515,0.4971
37901,uKKRHbXXAIuGxOxs9miwOg,2014-01-19 22:22:17,3,"the same as i remember it from when i last ate there ten years ago...affordable, slathered breadsticks, average service (actually, our waiter was pretty disinterested and rolled his eyes at the requests of the table next to ours, but what do you expect i suppose), and decent food. although certain menu items claim to be healthy, i wonder how accurate the provided information actually is? the soup/salad deal is unbeatable though, and the flexibility to switch in wheat pasta, etc. is always a plus. the $10 option is only available on weekdays, so that was a bit annoying, but there is something for everyone on the menu and also $4 plates to try out as apps. we had over three menus each at one point - certain items overlapped and it wasn't really clear what was available on what days / at what time, but again, for a fast-italian-food place, overall experience was decent.",1,13.0,1,879,0.0931
37917,6ajnOk0GcY9xbb5Ocaw8Gw,2014-01-19 17:41:23,5,"every drink, appetizer, entry, and dessert i have had here has been excellent. highly recommended.   note: get a reservation.",1,63.0,1,125,0.58
37930,6ajnOk0GcY9xbb5Ocaw8Gw,2013-11-15 23:39:56,5,"this place was amazing. this was my first time in this area and i can't wait to go back. we arrived early for our reservation and were able to be seated early near at the bar near the open kitchen.   my friend and i split their famous pizza with the brussel sprouts and the egg and it was delicious! i had never had an egg on my pizza before and i can't wait to eat one again. we also split the mediterranean plate which was a nice selection of roasted veggies, cheese, and some other stuff. i wish thy gave you a little more bread but it was still really flavorful and a good starter. the mushroom pasta was also good. the pasta was handmade and i liked the lemon pesto on top.   i got talked into the dessert and i'm glad i did. the caramel over the custard was so rich but reallyyyy good.    i can't wait to go back or try any of the other restaurants.",1,63.0,1,855,0.3275
37940,m0IftALyhD48DUgfRsngUg,2013-12-31 19:55:05,4,"for pizza outside the ny/nj area this place makes a good pie. their slices are gigantic and the management and staff were always friendly anytime i stopped in for a slice. good pizza, good price, good service. i definitely recommend it, especially after a late night.",1,28.0,1,267,0.3194
37970,6ajnOk0GcY9xbb5Ocaw8Gw,2013-10-05 19:38:02,4,terrific food here yet there is a distinct disjoint from the kitchen.we ordered two terrific pizza pies and they came put ten minutes apart.the one pasta dish came out twenty minutes before the meatball dish.huh?it is extremely noisy and the acoustics are terrible. however go for the food - a better version of amis!,0,63.0,1,317,-0.0286
37985,NFzfuIFghE-HnrodHpaT6A,2013-10-07 00:56:12,5,"i heard jose is a great chef, so i tried his restaurant for the first time on saturday.  the food was amazing and the drinks were on special for $5. we enjoyed different meatballs and a yummy cauliflower dish. the service was also amazing. i could see why he is such a successful restaurant owner!",0,27.0,1,297,0.4494
37989,sVZb87xjhbCWHQ2UXOGLrA,2013-09-06 19:08:46,5,"delicious pasta with solid offerings for a gluten-free guest. although the room got a bit noisy, the fun of byob made it worthwhile . service also very attentive but not overbearing. really a nice spot for dinner!",0,27.0,1,213,0.5117
38019,QciEf6I9aZ2_awkPNGwwkg,2014-01-20 18:54:50,4,hands down they make the best  chicken meatball soup and brushetta!!! and their garlic knot rolls are absolutely to  die for. always warm!!,1,11.0,1,139,0.1964
38022,YSSYgUjVz81AGZzykEAQcw,2013-11-18 00:45:44,5,"my experience at this establishment was flawless. we were a party of four, all dining at august for the first time.  it is a small, intimate room.  i am not someone who particularly cares about the decor when i dine out, so i can't speak to that.  however, the ambiance, i do remember, was pleasant, relaxing and comfortable.  the service was impeccable...the server was both accommodating and unobtrusive.  highly professional and friendly.  i ordered scallops as my appetizer, and they did not disappoint.  my halibut entree was delicious, perfectly cooked and with eclectic and complex flavors. the four of us split 2 desserts...the cheesecake (wow!) and the banana bread pudding...undoubtedly the best bread pudding i've ever tasted.   i will be back again very soon.",1,10.0,1,771,0.375
38028,m0IftALyhD48DUgfRsngUg,2013-09-05 23:12:22,4,"i was really prepared to hate this place when i came to pick up my pizza. rude phone service, the tomato pie wasn't available, and my second choice (margherita) was $16. damn!  but in spite of all those hitches, it turned out to be an amazing thin-crust pizza. crispy, chewy, tangy, full of flavour, wow.  i'll brave the bizarre service for more of these delicious pies.",0,28.0,1,370,0.2708
38029,6ajnOk0GcY9xbb5Ocaw8Gw,2013-10-28 14:13:26,5,"great spot, and accordingly, difficult to get a reservation. we were fortunate to grab two seats at the bar and had very good service.   sheeps milk ricotta was awesome and not to be missed as were the meatballs. the gnocci was great with nice slices of trumpet mushrooms. we also ordered the hanger steak, and i thought it was good, not great.  definite repeat.",0,63.0,1,362,0.431
38030,fOhnSqmO4XY5vSI8whVKSA,2013-09-06 20:54:07,4,"to brunch has become an intransitive verb, defined as such: a listless, fidgety wait, pretending you're better friends with those that you wait with than you actually are, realizing that there is a severe lack of conversation between you without an easel of potatoes and eggs at your disposal. and as you wait, you cannot wait to masticate, if only to avoid the lull. and then the food comes. there is chiming in but inconsistently with observations about the salty material between your teeth and on your tastebuds. ""these potatoes are ok,"" we might say. but alas, there was farmicia with the green apples in a bowl at the hostess station - a still life (the hostess', the apples'). and the potatoes were better than ok, and there was no line, and we ate - just us two - and talked about iceland.",0,22.0,1,797,0.1556
38040,YaLKDgS_zIYIm6jkXWCxgA,2013-10-06 23:56:54,1,"two of the worst cheesesteaks and pizzas i have ever had. they put a cheesesteak on a wheat seeded roll. needless to say it was horrible.   the pepperoni pizza i got had no flavor whatsoever and tasted more like the pizza i would get at 3am after a night of drinking.  i am embarrassed to have this place making food in philadelphia, especially if someone from out of town accidentally stopped in.",0,19.0,1,397,-0.4
38046,6ajnOk0GcY9xbb5Ocaw8Gw,2014-01-18 21:06:42,5,"the room is long, narrow, crowded. sat at the counter opposite the galley kitchen. impressive heat thrown off by the stove. deservedly packed every night. loved the octopus salad and the parsnip ravioli. neopolitan-style pizza; the uovo was the standout.",1,63.0,1,254,0.29
38048,6ajnOk0GcY9xbb5Ocaw8Gw,2014-01-18 22:55:59,5,"hands down the best place i have eaten at in philadelphia to date. service and food more than delivered on the high expectations we developed after reading previous reviews.   we had the whipped ricotta for starters and shared the octopus salad and the meat board afterwards. a small bowl of pan seared brussel sprouts then followed with the uovo pizza. we then finished with the salted caramel budino for dessert.   what stood out? everything. we couldn't fault the food. the whipped ricotta was light and fluffy and was accompanied by delicious fresh baked bread and the vin cotto was just perfect. even the brussel sprouts were outstanding (i never thought i'd use that word to describe that pesky vegetable i've detested since i was small) but cooked with green apple and pancetta, it was completely more-ish. the dishes everyone seems to talk about: the uovo pizza and the budino, were big winners too. this was a deep menu - and i cant wait to return.",1,63.0,1,957,0.2132
38073,NFzfuIFghE-HnrodHpaT6A,2013-12-31 08:35:20,4,very cute inside. love the feel of the place. i had a veganized veggie sandwich that was one of the lunch specials. it was delicious. the bread they served was pretty yum too. if i move to philly i would def come back.,1,27.0,1,218,0.48
38133,fOhnSqmO4XY5vSI8whVKSA,2013-11-17 01:25:22,4,"had a wonderful time at farmicia this morning for brunch!   i made a reservation on opentable and we were seated immediately upon arrival. our waitress was helpful and sweet, and the food came out in record time! it was so fast that the bf and i had to stall a little bit to partake in their brunch happy hour (half off all drinks from 11-2). they didn't rush us even though we were finished with our food which was great.  the food was pretty tasty as well. i had a goat cheese and herb omelet and the bf had eggs benedict with smoked salmon. we are both gluten-free by choice and farmicia was happy to leave off the bread from our meal. i do wish they would have offered a substitution for the bread but that's okay. beware, they don't have a lot of gluten free options for brunch so be ready to customize your order and get creative. also, we got the fruit salad as a starter and it wasn't seasonal fruit but rather the stuff you'd get at a hotel (frozen honeydew, melon, pineapple) hence why this place got a 4. skip the fruit salad!  otherwise, i love this place! great vibe, happy hour was half off heavy handed cocktails, and the food was well-priced and delicious. will definitely be going back again soon!",1,22.0,1,1214,0.4056
38136,NFzfuIFghE-HnrodHpaT6A,2013-12-09 18:51:11,3,"i guess i should thank the garces trading company for helping me to learn something about myself. after eating here on saturday, i've realized that one of my pet peeves is when the waiter/waitress doesn't tell me specials or pertinent information. but, i'll get back to that....  i've eaten at garces' other restaurant amada and, while the place is beautiful, the food and experience left a little to be desired. apparently that is a running theme for garces. the trading company is very nice to look at, but after the visuals, you start to feel like things should be better for an iron chef run restaurant. we arrived about 5 minutes early for our reservation and were told that our table wasn't ready. (it was not busy at the time.) we waited about 15 minutes before our table became available. when we sat, our waitress took our drink orders and after bringing them back, took our food order. heres where my aforementioned pet peeve comes into play. as we were sitting, a table sat next to us, and their waitress promptly rattled off the nights specials, as well as what i thought i heard was important information about what i had ordered (steak frites). i heard the words ""unlimited steak,"" but i was like, ""this isn't applebees...that can't be right."" so, i dismissed it, slightly miffed that our waitress hadn't even bothered with the specials. the meals start to come out, and everything was very good. fresh mozzarella was good, my salad was delicious, and the artichokes and pasta fagiolli were getting good marks. but, then the entrees came, and things went a little south. my steak frites came, and my first remark was, ""man....that steak is small!"" (its like 4 ounces maybe), and it was under my ""medium"" and came ""medium rare."" (no biggie). the fries were way over salty. the misses's rigatoni and meatballs was like a kids sized portion, and had literally 2 small meatballs. there were maybe 10 rigatoni. it really was a small portion. and apparently, that is a thing with the pasta dishes because the other pasta dish, the pappardelle with lamb, was also woefully small. the 4th dish, the pesto pizza, actually looked yummy, but i heard nothing about it, so it must not have wowed. anyway, after finishing up my sliver of steak, a manager walks by and asks if i would like another steak. so it is true! thats right, everyone who doesn't know; when you order the steak frites at garces trading company, it is all you can eat. why the hell didn't our waitress tell us that?! so, the manager runs off to get me another steak for my unlimited steak frites that i had no idea about......and he must've gotten sidetracked, because it was literally 20 minutes before a piece of well (emphasis on well) done shoe leather was brought out to me. whats it take to cook a 4 oz steak to medium? 4 minutes? tops? ugh. by that point, everyone was well finished with their meals, so we just decided to pack it in. a bright spot for gtc was that the wine pours seemed to be decent.   i'm not sure if ""iron chef"" used to mean something and one point, and maybe its my fault for buying into the hype, but i really just expect top notch stuff from iron chef restaurants. i know they aren't back there cooking the food themselves, but the standards should still be the same, no? gordon ramsey would've thrown that well done steak at the chefs head and called him a donkey. i also get that amada is the flagship, but still, its got your name on the side; can i at least hear the specials?! it wasn't anything that you'd be upset that you went to, but at about $50 a person, you should expect a little more. i couldve taken $50 and ate till i collapsed at fogos!",1,27.0,1,3655,0.1688
38164,VC7VTddnZmY6RQoLQd_49A,2013-11-16 12:53:00,5,"words cannot express how delicious our meals were.  best gnocchi i have ever had, hands down.  go, order, and see for yourself.  not many places are more deserving of 5 stars than this one.  we arrived, a party of 4, not knowing what to expect - and without a reservation. (do make one on weekends!). instead of turning us away however, they squeezed us in with a sincere hospitality that you don't often find when dining out.  from there on out it only got better, with wonderful food and a fantastic waiter.  the bread's dipping sauce is a unique blend, and the cannoli are to die for.  did i mention byob?  needless to say, we will be back.",1,12.0,1,643,0.3657
38167,6ajnOk0GcY9xbb5Ocaw8Gw,2013-12-31 15:16:44,5,"really solid place to go for italian/mediterranean cuisine. it's almost a five star place (well close enough). the positives are the fresh, high quality, well prepared food and the attentive service, and the decor. i might add that i appreciate barbuzzo's having a heavy, velvety curtain just inside the door to keep out most of the cold this time of the year. as has been mentioned before, the negatives are the fact that the restaurant itself is very small and you feel as if you have just accidentally wandered into an airplane (but hey, at least you bypassed tsa, right?). and because of the tight quarters, you can hear conversations not only from tables next to you but those a few tables away. another negative is that it can get crowded in a hurry, so you may want to consider making a reservation.  now to the food...  we started out with an antipasti plate and a cured meat board. both were fantastic although if given the choice between the two i would choose the antipasti plate because of it's yummy garlic bread and extremely fresh veggies.  we also enjoyed an excellent beet salad that was quite tasty and a short rib sandwich that was well, enormous. there was so much savory moist meat in the sandwich (as well as perfectly cooked shoestring fries) that two could have enjoyed this plate. i also tried the cavatappi pasta which was like small curly macaroni with pork ragu, farm greens, burrata and basil. of all of the dishes this was by far my least favorite, as there was not enough pork ragu and the dish seemed a bit bland tasting.   for dessert we enjoyed (of course) the budino and also tried the apple and raisin bread pudding. the first was really good. the second was good, not bad, but i think we'd pass the next time around.  the service was professional and our food came out quickly. our server was also able to give us a few good recommendations as what to order.",1,63.0,1,1895,0.1688
38170,uKKRHbXXAIuGxOxs9miwOg,2013-09-06 20:02:03,3,i'd say it is average. nice service and food. but they made us wait for seating when we clearly saw more then half the resturant being empty.,0,13.0,1,141,0.1306
38174,6ajnOk0GcY9xbb5Ocaw8Gw,2013-10-29 01:55:02,4,"i never thought i'd find amazing pizza outside of nyc, but barbuzzo blew me away with its uovo pizza which was the most memorable dish of the night  come early if you don't make an rsvp so you can get seats at the bar overlooking the open kitchen (just know you'll be smelly after the meal!).. we came at 6 pm for a party of 3 & waited probably 30 minutes. love that they give you a call so you can get a drink at a bar nearby!  tapas style, perfect for sharing! ---butternut squash arancini: perfect thin deep fried crust.. but the butternut squash was a bit sweet for me ---bone marrow: served w/ grilled bread.. nice fatty dish ---grilled mediterranean octopus: served as a salad, not bad ---pan seared gnocchi: loved the sauce of this dish w/ the hen of the woods mushrooms, but the gnocchi weren't amazing ---uovo pizza: blew all the other dishes away.. i would get this again and again.. the different flavors just harmonize perfectly in this thin crust pizza ---tiramisu: kind of disappointing, it wasn't all that moist.. we should have gone w/ the budino!  they also have late night specials sun-thurs after 10:30 pm! if i were in phili again, i'd come back for the uovo pizza & budino!",0,63.0,1,1194,0.251
38213,NFzfuIFghE-HnrodHpaT6A,2014-01-02 18:47:08,4,"jose gaces restaurant number 5 in the books!   i've been to amada, tinto, village whiskey and distrito and loved them all! garces trading company didn't disappoint, but just wasn't as good as my favorites amada and tinto.  went in the night before thanksgiving for dinner at 7 and when we walked in, there was no one there and we were seated right away.  we opted for the reserve chef's tasting and the wine pairing.  here's what we had:   started with a nice glass of cava to get the taste buds moving for small plates:  -homemade mozzarella with olive oil, salt and pepper - tangy and good! -cauliflower with black garlic - tasty, the cauliflower came out purple, nothing to write home about -house made chorizo that was spicy and excellent with the house made bread too!   chardonnay from navarra came next, also pretty tasty and then the medium plates:  -lyonnaise duck salad - if this was all i ever ate for the rest of my life - i would be a very happy man! so awesome! -italian sausage pizza that was spicy and delicious -linguini with clams in a white wine sauce - wouldn't order this one again, the clams had a very metal taste to them, as if they came out of a can   a glass of red wine thrown in here, i think it was a garancha, before the big plates  -scallop risotto - very tasty, not a huge portion, but good -steak frites - the piece de resistance! came out in a skillet with a big piece of steak and a huge heaping pile of french fries.  please sir, can i have some more? this steak was amazingly good, i'd eat it five days a week! -don't even remember what was for dessert, there was so much steak  topped it all off with a glass of sherry, a nice sweet ending for a great meal!   great service to go with great food.  can definitely be a bit on the expensive side if you're doing what i did, but it was awesome.  the wine and spirits located inside is a nice little surprise too!   garces doesn't disappoint, but make sure you hit up the other two, amada and tinto if you want to really see the menu shine!",1,27.0,1,2024,0.3815
38221,6ajnOk0GcY9xbb5Ocaw8Gw,2013-09-06 20:02:53,5,"delicious, unusual food served in small tapas-type servings, but they're generous ones.  we look forward to returning!",0,63.0,1,118,0.2958
38264,NFzfuIFghE-HnrodHpaT6A,2014-01-21 20:23:00,4,"i've been wanting to visit garces trading company after reading about them in foobooz.  i went for brunch and was very happy with the meal.  the service was attentive, the menu was diverse, the food was excellent and the drinks were delicious.  the bloody marys were a little pricey as was the rest of the menu but that's as to be expected of a garces restaurant.  overall, i highly recommend and will be back.",1,27.0,1,410,0.2472
38272,fOhnSqmO4XY5vSI8whVKSA,2014-01-02 01:02:31,2,"i used to consider this place a solid restaurant pick in old city - my boyfriend and i would to bring visiting guests as the menu is large and you can byob.  i really like the vegetarian tamales they have.  the last time we went, however, was particularly bad.  we had the calamari and salad to start.  the calamari was fine - fried and crispy but the salad was bland and had huge chunks of cheese in it which i might like if it weren't a salad.  for my entree, i asked the waitress what she recommended and she said, without hesitation, the butternut squash risotto balls.  they sounded great so i went with them.  when they came out they weren't even golden brown and just tasted like rice mixed with mashed squash - no flavor.  it was horrible.  i won't be back.",1,22.0,1,765,0.0403
38282,fOhnSqmO4XY5vSI8whVKSA,2013-11-16 20:44:17,4,"have only been once, but loved it. the service is great.  the happy hour at the bar is great - $3 drafts of philadelphia joe? hell yes, please!  after a round of porters, my boyfriend and i took a table for dinner.  he loved loved loved his steak and green beans, and i really enjoyed the butternut squash risotto croquettes.   yum :-)",1,22.0,1,335,0.5
38324,NFzfuIFghE-HnrodHpaT6A,2013-12-31 01:56:53,4,"really delicious flatbreads! also the pork rillette spread is to die for! i've been here several times and i've had a great experience every time. i appreciate that i can also purchase some of their goodies (like the lavender truffle honey or the many different olive oils) to use at home. also, if you need to grab a bottle of wine to continue the party elsewhere, they have their own wine room for you to pick up a bottle or two. unpretentious and casual atmosphere makes it a good place to go for a spontaneous dinner in town in jeans or dress it up for a special date night because it's still a jose garces restaurant after all.",1,27.0,1,632,0.4057
38332,6ajnOk0GcY9xbb5Ocaw8Gw,2014-01-04 00:36:33,3,"it's a-ok.   service is ""good"".  food is better than good.   in that part of downtown, it's a strong choice!",1,63.0,1,108,0.6104
38338,NFzfuIFghE-HnrodHpaT6A,2013-10-07 00:02:22,4,we've eaten here a number of times and never been disappointed. the restaurant has a casual atmosphere and small built-in market. service was good despite a full house every time we've visited. our best meal involved paella - available as a special one night.,0,27.0,1,259,0.1634
38391,6ajnOk0GcY9xbb5Ocaw8Gw,2014-01-03 13:06:08,4,great date night place. sit at the chef's counter if you can. always fascinating to watch them do their work.   things to get:  - beet salad - octopus - meatballs - budino,1,63.0,1,171,0.75
38430,sVZb87xjhbCWHQ2UXOGLrA,2013-10-29 15:42:28,5,"we continue to adore giorgio on pine, the wonderful gnocchi, and of course giorgio himself. they are accommodating in finding a table for us when it's busy and i'm realizing now that they've given us free dessert at every visit. such a lovely, delicious place. do yourself a favor and definitely make reservations.",0,27.0,1,314,0.4286
38431,6ajnOk0GcY9xbb5Ocaw8Gw,2013-09-08 22:24:11,4,"amazing from start to finish. love the venue, great menu, knowledgable staff, good location, excellent and relevant wine list and nicely varied food. one of my philly favs. not to be missed.",0,63.0,1,190,0.6571
38441,m0IftALyhD48DUgfRsngUg,2013-11-19 18:53:27,4,"this review is for delivery service.   i had company over a couple weeks ago that ended up staying all day. they got hungry and we decided to get takeout. we searched for some good local pizza and decided on 2 large pies and a 2-liter soda. i was astounded when the delivery total came to $50. however, when the pies arrived, we realized they were bigger than normal. (the box couldn't fit inside our fridge. bittersweet feeling, ha!)   the pizzas arrived warm and delicious. the cheese pizza was decent, but the bbq chicken pizza is soooo good. lots of solid barbeque sauce, chunks of shredded chicken, green peppers, and caramelized onions. so i guess it's a little bit on the pricey side but at least it's for some good pizza.",1,28.0,1,729,0.158
38443,Fay6yoOC6iitEt3QLkrcMQ,2013-11-18 18:29:00,5,"trios is my go-to pizza place, and i feel really fortunate to have such a great option in the neighborhood. it's a definitely step up from your average pizza shop. my favorite is the villa's, but i also really enjoy the invernale, which is like white pizza with a fresh arugula salad on top. both the round and square options are delicious, with great thin crusts. i've also had some panini and appetizers, all of which were solid. the fried mozzarella stood out, as it was discs of fresh cheese breaded in house and not prefab mozzarella sticks. trios consistently beats their own delivery estimates, telling me 40 minutes and arriving in 20-25 (i live about 4 blocks away). when dining in, i've always found the service to be friendly and helpful.",1,11.0,1,749,0.2806
38455,NFzfuIFghE-HnrodHpaT6A,2013-10-09 23:11:46,5,"this place is awesome.  i feel like 5 stars is a lot but frankly my meal (lunch) was truly amazing.  we ordered a mozzarella ball for an appetizer and the pesto pizza for the main meal.  oh my god....amazing.  i had just returned from italy and was feeling very particular about mozzarella dishes and this one did not disappoint.  it was just a little warm which is not what i was expecting.  it practically melted in my mouth.    the pesto pizza had mozzarella and horseradish (??!).  it also managed to melt in my mouth.  this place is casual.  wine store, small market...but the food is true jose garces, delicious.  go here.",0,27.0,1,628,0.3146
38475,6ajnOk0GcY9xbb5Ocaw8Gw,2014-01-21 18:29:12,2,can't believe i drove from ny to try this place. what a waste. place was nice but that's about it. food was not good! wouldn't recommend this place!,1,63.0,1,148,-0.0333
38483,6ajnOk0GcY9xbb5Ocaw8Gw,2013-11-18 05:02:35,3,"food: 3 decor: 4 service: 3  came here for dinner on a sunday night 8:30pm after making a reservation earlier in the day.  1. sheeps milk ricotta, 10 extra virgin olive oil, vin cotto, herbs, sea salt, and grilled french country bread ~really good. ricotta was perfectly smooth, and the evoo and other ingredients perfectly balanced the ricotta.  2. uovo with arugala and mushrooms, 20 brussel leaves, guanciale, secret white sauce, parmesan, fior di latte, and truffled farm egg ~okay. decent pizza, but it wasn't amazing. at least it stayed hot.  3. salted caramel budino, 8 with dark chocolate crust, vanilla bean caramel and sea salt ~okay. very smooth, but i could only eat about a quarter of it since it was so rich.  service was okay, although i had to flag my server down twice to order dessert and get the check. decor is pretty nice though, so this would be a good date spot.",1,63.0,1,885,0.2666
38507,Fay6yoOC6iitEt3QLkrcMQ,2013-11-17 02:50:21,1,"i am not sure what has happened to this place, but it has gone way down hill. it's pretty terrible these days. the quality of the food is bad and the portions are half the size that they were. considering the high prices have not changed to reflect the fact that you now get half the food that you used to. i basically feel like i've just been totally ripped off. the salads that cost between 10-14$ used to be so good, and more than enough for 2 people. the one i just received was pathetic. and it came with the wrong dressing. not to mention the fries. they were a cold greasy mush of a mess. and i think you get more in a mcdonalds happy meal... totally bummed that i just spent almost $30 bucks on crappy food that took over 2 hrs to be delivered.",1,11.0,1,752,-0.0952
38535,6ajnOk0GcY9xbb5Ocaw8Gw,2014-01-03 13:27:14,5,"top to bottom and front to back, this place is a real gem.  the aesthetic follows a style my partner calls agricultural chic:  a portion of the side wall is formed by a restored barn door; built-in recessed shelves are lined with antique jars, probably containing homemade jams;  copious facades of exposed wood and brick; and, at the far end, a large square pile of firewood is framed like a beautiful, rustic picture, the firewood ends pointing toward the dining room in a bit of an optical illusion (i thought it was a painting).  the small, narrow, lively dining room is cozy and compact, creating a welcoming oasis of warmth against the bitter blizzard-like conditions outside. our server added a lot of warmth to the equation too, with a super engaged, incredibly friendly demeanor, and her willingness to partner on food selections - we turned the pasta choice over to her ultimately after failing to decide. (more on that to come).  we started at the handsome marble bar by quaffing a cherry stout along with a portion of deliciously grilled bread (""why don't we do this at home?""), then headed to our table with most of our choices ironed out.  to start, we encountered brussels sprouts tossed with a perfect melange of accompaniments, including house-made pancetta (a version of pork being nearly obligatory in most brussels presentations), roasted sunchokes, crispy sage, and sweet, firm chunks of granny smith apples.  we chose brussels and pork in different incarnations in selecting the uovo pizza, a magnificent medley of brussels sprout leaves, house-made guanciale, a secret (delectable) white sauce, fior di latte, and  the piece de resistance: a truffled farm egg, runny, earthy, and perfect for dipping or spreading onto every magical slice.   with our server's leadership, we closed the meal with beautifully-browned house-made (the ubiquitous adjective of the evening) gnocchi, sauteed with more of the same glorious pancetta and mixed with cubed roasted butternut squash and thyme.  the dish made for an ideal ending, although we did pore over the list of extravagant desserts with a wistful thought about our next time.",1,63.0,1,2143,0.2669
38544,NFzfuIFghE-HnrodHpaT6A,2013-10-30 12:30:27,4,"we had gone here for hh but bar was too crowded so they were kind enough to seat us without a reserv for dinner.   for dinner, i got the pappardelle with lamb ragù.  considering that i'm not a huge fan of lamb, i really liked the dish.   we also ordered a side of duck fat fries and that was delicious.",0,27.0,1,302,0.4
38546,fOhnSqmO4XY5vSI8whVKSA,2014-01-21 21:21:28,4,"sad that this place only has a 3.5 star average rating. i definitely feel as though it should be higher!  came here around 2 pm for restaurant week for lunch, and was pleasantly surprised.   service: our server was incredibly sweet and gave us recommendations on the menu (and took ample pictures of us because she wanted to make sure we liked them).  food: the food was excellent. for the first course, i ordered the quesadilla, which was massive and soft and cheesy and perfect with the chunky salsa. my second course dish was a pesto and goat cheese sourdough bread sandwich, which was drenched in oil and perfectly flavorful with the melted goat cheese. i could have done with less oil on the bread itself, but it still made for a satisfying meal. for the third course, my friend and i ordered the apple crisp as well as the flourless chocolate torte. the apple crisp was delicious, with pecans and rich vanilla ice cream. it was slightly on the dry side (perhaps not enough butter), but still really tasty and nutty. the flourless chocolate torte was exceptional, and was maybe one of the best ones i've tasted at a restaurant. it was so incredibly dense and rich and decadent, and paired with the chocolate ice cream and chocolate sauce it was just truly a chocolate lover's dream.  ambiance: the ambiance is adorable and quaint, decked out with twinkle lights. the charm of the place really translates into all the decor and the vibe of the place.  other: the portion sizes were huge. it felt so great to go to a lunch restaurant week meal and feel incredibly full as compared to the usual portion sizes with lunch restaurant week menus.  i'll definitely be back. food was incredibly tasty, menu was solid, ambiance was stunning, and the portion sizes were big enough to leave me feeling happy and satisfied post-dining!",1,22.0,1,1827,0.2953
38569,YaLKDgS_zIYIm6jkXWCxgA,2013-10-08 13:18:58,2,"i've been in pursuit of the ultimate pizza since moving back to phila. from san francisco.  rustica is another massive miss in that quest.  i get that the many styles of pizza allow for an exponential number of pizza preferences and opinions.  but i am truly amazed that this place gets such good reviews.  cardboard, is the texture and flavor that come to mind after biting into this $18.00 lg. pepperoni pizza.  bland crust with no character, and it is hard to do this, but the pepperoni's were pretty weak on the flavor front as well.  i could give the cheese 3 stars as it had a nice bite to it but do you give the tuba player a standing ovation because she was the best musician in the symphony of mediocrity?  i think not.  so on i look.......",0,19.0,1,749,0.1551
38586,YaLKDgS_zIYIm6jkXWCxgA,2013-09-08 01:16:38,4,"gourmet pizza, exquisite fresh product on top of each slice. good place for sure!",0,19.0,1,81,0.625
38603,YSSYgUjVz81AGZzykEAQcw,2013-12-09 18:59:47,2,"it is just ok. nothing amazing about this restaurant. tried the special filet mignon and it wasn't very special. i was expecting a petite 6 oz filet that was cooked rare, however, i received pieces of filet that were well done. i'm ok with over cooking, but i am not ok with giving bite sized pieces of a filet.  the special was for a filet, not medallions, or whatever you call what they gave to me",1,10.0,1,399,0.3536
38612,Fay6yoOC6iitEt3QLkrcMQ,2013-09-09 02:41:32,1,"uneatable and crazy  i can honestly say, it is the worst pizza i have ever had, ever.  the pizza is made from a frozen pre-made dough and old rubber topping. like jacks, ellio's, tombstone pizza... remember? the stuff that has a billion ingredients you could never pronounce. yeh that stuff.  what they gave me was conte's pre-made boxed pizza in a trio's box. not cool.  i called them to ask if it was a premade frozen pizza - they said ""yeh...""  for something that costs $20+ i expected more effort/quality.  they are literally reselling boxed pizza, i'm baffled...my mind is blown.",0,11.0,1,584,-0.0964
